PassengerFirstName;PassengerSecondName;PassengerLastName;PassengerSex;PassengerBirthDate;PassengerDocument;BookingCode;TicketNumber;Baggage;FlightDate;FlightTime;FlightNumber;CodeShare;Destination
ALEKSANDRA;P.;BYKOVA;Female;06/27/1972;6 269 931 666;YBYKYK;Not presented;Transit;26.01.2017;14:55;SU1534;Own;Chelyabinsk
RUSLAN;G.;OVCHINNIKOV;Male;09/21/1987;9 124 932 677;AFFEQN;7,83433E+15;None;26.01.2017;14:55;SU1534;Own;Chelyabinsk
KARINA;T.;ZLOBINA;Female;05/23/1984;3 640 063 020;GVOOXH;1,85062E+14;Registered;26.01.2017;14:55;SU1534;Own;Chelyabinsk
VALENTINA;PETROVNA;ILINA;Female;12/13/1981;1 629 177 630;OUSOIB;9,42698E+15;Transit;13.01.2017;6:00;SU1246;Own;Orenburg
MADINA;DANILOVNA;TERENTEVA;Female;02.04.1983;6 172 326 217;Not presented;Not presented;Transit;12.03.2017;13:10;SU4602;Operated;Vladivostok
NATALIIA;ANDREEVNA;SOROKINA;Female;02/17/1976;191 890 330;DJRVFZ;Not presented;Delayed;12.03.2017;13:10;SU4602;Operated;Vladivostok
IANA;E.;MARKOVA;Female;07.03.1987;3 148 726 747;KFCCTH;4,15854E+15;Registered;12.03.2017;13:10;SU4602;Operated;Vladivostok
EVELINA;T.;BLINOVA;Female;12.05.1974;2 685 353 886;Not presented;8,93966E+15;Delayed;12.03.2017;13:10;SU4602;Operated;Vladivostok
IULIIA;DMITRIEVNA;GROMOVA;Female;04.05.1976;2 337 131 470;Not presented;Not presented;None;12.03.2017;13:10;SU4602;Operated;Vladivostok
GEORGII;SVIATOGOROVICH;VOROBEV;Male;01.08.1991;3 550 666 928;OKTUEM;Not presented;Registered;12.03.2017;13:10;SU4602;Operated;Vladivostok
VITALINA;ILDAROVNA;KALASHNIKOVA;Female;04/17/1999;3 131 614 633;Not presented;Not presented;Registered;12.03.2017;13:10;SU4602;Operated;Vladivostok
ZLATA;STANISLAVOVNA;ELIZAROVA;Female;01/20/1998;3 049 495 380;Not presented;6,22103E+15;None;12.03.2017;13:10;SU4602;Operated;Vladivostok
LIANA;SVIATOSLAVOVNA;LOSEVA;Female;02.10.1997;7 817 501 195;PPVVMK;7,99325E+15;Registered;12.02.2017;15:10;SU1700;Own;Vladivostok
EVA;IGOREVNA;ZAITSEVA;Female;06/23/1980;6 782 539 835;Not presented;8,11827E+15;Registered;21.01.2017;7:50;SU1210;Own;Samara
SOFIA;V.;LAPSHINA;Female;04/26/1995;8 409 575 741;Not presented;Not presented;Delayed;19.01.2017;16:30;SU1364;Own;Stavropol
TAISIIA;V.;MALYSHEVA;Female;09.10.1991;1 471 041 342;Not presented;4,34884E+15;None;19.01.2017;16:30;SU1364;Own;Stavropol
VERONIKA;S.;KOMAROVA;Female;07/24/1974;7 004 527 354;Not presented;Not presented;Transit;19.01.2017;16:30;SU1364;Own;Stavropol
KIRILL;KIRILLOVICH;EMELIANOV;Male;09.10.1990;6 325 597 013;Not presented;Not presented;Transit;19.01.2017;16:30;SU1364;Own;Stavropol
ARSEN;TIKHONOVICH;LOBANOV;Male;12.10.1989;4 358 795 374;MKPZGK;6,46114E+15;Delayed;19.01.2017;16:30;SU1364;Own;Stavropol
ANATOLII;T.;TOKAREV;Male;08/26/1992;5 988 624 572;Not presented;Not presented;Registered;25.02.2017;21:05;SU1510;Own;Surgut
GALINA;DANIILOVNA;CHUMAKOVA;Female;07.11.1984;256 108 696;Not presented;6,21245E+15;Delayed;16.03.2017;20:20;SU5624;Own;Yuzhno
IRINA;I.;MINAEVA;Female;07.07.1980;7 026 201 042;FQOQJM;Not presented;Registered;16.03.2017;20:20;SU5624;Own;Yuzhno
EGOR;D.;KULESHOV;Male;10.09.1993;1 680 281 074;PPGSGR;Not presented;None;16.03.2017;20:20;SU5624;Own;Yuzhno
ARTUR;GERMANOVICH;PONOMAREV;Male;10.02.1984;7 663 212 190;Not presented;8,60827E+14;Transit;16.03.2017;20:20;SU5624;Own;Yuzhno
ELENA;I.;GORIUNOVA;Female;10.01.1983;1 875 883 668;Not presented;Not presented;Registered;16.03.2017;20:20;SU5624;Own;Yuzhno
SAMIR;E.;NOSOV;Male;10.08.1997;6 417 633 709;BTOMEW;Not presented;Delayed;16.03.2017;20:20;SU5624;Own;Yuzhno
VSEVOLOD;G.;AKSENOV;Male;03/16/1988;4 386 504 271;Not presented;2,9302E+15;Delayed;15.11.2017;5:30;SU1284;Own;Krasnodar
EKATERINA;L.;SEMINA;Female;04/27/1991;8 245 987 098;BHJNZE;7,74307E+15;Transit;16.01.2017;17:05;SU1194;Own;Kazan
FEDOR;M.;GOLUBEV;Male;03.07.1970;3 018 709 477;Not presented;5,48666E+15;Transit;02.07.2017;13:10;SU1232;Own;Ufa
DARIA;M.;KISELEVA;Female;05/14/1983;2 798 138 440;Not presented;6,75515E+15;Delayed;25.01.2017;19:00;SU5601;Own;Vladivostok
SAMIRA;AMIROVNA;FOMINA;Female;05/15/1975;6 571 125 125;VAYJBM;Not presented;None;25.01.2017;19:00;SU5601;Own;Vladivostok
AMELIIA;ANATOLEVNA;MESHKOVA;Female;12/22/1981;6 290 942 528;Not presented;1,73507E+15;None;25.09.2017;5:40;SU1441;Own;Moscow
AMINA;ALEKSEEVNA;DEMIDOVA;Female;11.05.1974;2 088 174 578;LBTNNA;Not presented;Delayed;13.05.2017;16:30;SU6286;Own;Moscow
ALENA;T.;VINOKUROVA;Female;04/27/1991;2 587 665 558;Not presented;5,78896E+15;Registered;16.03.2017;8:10;SU1122;Own;Sochi
ELIZAVETA;MIROSLAVOVNA;ZOLOTOVA;Female;03/28/1985;3 496 027 601;Not presented;3,7895E+15;Delayed;16.03.2017;8:10;SU1122;Own;Sochi
VARVARA;A.;VINOKUROVA;Female;10.09.1984;5 306 699 161;Not presented;Not presented;None;16.03.2017;8:10;SU1122;Own;Sochi
VSEVOLOD;IGNATOVICH;KIREEV;Male;07.05.1972;2 417 956 880;RMRODF;Not presented;None;08.08.2017;5:35;SU1763;Own;Moscow
ARTEMII;VLADISLAVOVICH;CHERNYI;Male;06/21/1982;4 579 235 175;OAXNWV;Not presented;Registered;14.09.2017;19:25;SU5642;Own;Novosibirsk
ARSEN;VLADIMIROVICH;ZVEREV;Male;03/17/1997;2 285 548 512;Not presented;Not presented;None;30.05.2017;8:20;SU1500;Own;Tyumen
LIANA;A.;KRIUKOVA;Female;06/29/2000;6 123 076 069;Not presented;Not presented;Transit;30.05.2017;8:20;SU1500;Own;Tyumen
ALENA;V.;ROZHKOVA;Female;01.04.1989;5 775 545 540;Not presented;2,597E+15;Transit;30.05.2017;8:20;SU1500;Own;Tyumen
ARINA;M.;SUKHAREVA;Female;12.08.1994;4 088 934 506;Not presented;5,51733E+15;Transit;16.03.2017;13:05;SU1563;Own;Moscow
VITALII;ANDREEVICH;ERMILOV;Male;11/14/1974;6 009 581 723;Not presented;8,48792E+15;Transit;16.03.2017;13:05;SU1563;Own;Moscow
RUSTAM;VASILEVICH;KOROVIN;Male;02.10.1995;2 040 452 225;DXHEYY;2,8754E+15;None;15.02.2017;17:25;SU1403;Own;Moscow
GLEB;AIDAROVICH;OSIPOV;Male;08/13/1992;2 250 955 333;JZOUVG;6,59344E+15;Transit;13.04.2017;16:40;SU1465;Own;Moscow
LIUBOV;S.;MOSKVINA;Female;04.05.1997;7 148 287 884;EIGQZF;4,4352E+15;None;13.04.2017;16:40;SU1465;Own;Moscow
EVGENII;G.;AKSENOV;Male;10.05.1981;8 929 762 135;ZVSBAC;2,75625E+15;Transit;11.03.2017;7:25;SU1052;Own;Makhachkala
ANTON;M.;ANANEV;Male;06/26/1995;2 360 400 475;TNLNVF;Not presented;Transit;02.04.2017;14:20;SU4605;Operated;Okha
GRIGORII;A.;MURAVEV;Male;10.03.1972;8 013 951 141;Not presented;5,42369E+13;Delayed;22.07.2017;19:00;SU5601;Own;Vladivostok
SNEZHANA;S.;TERENTEVA;Female;09/13/1988;8 216 761 197;IJISND;3,85579E+15;Registered;02.03.2017;3:30;SU1511;Own;Moscow
ANDREI;ALBERTOVICH;GUBANOV;Male;02/29/1988;8 148 693 250;Not presented;3,11752E+15;None;22.07.2017;16:40;SU1214;Own;Samara
NIKOLAI;I.;RIABININ;Male;03/20/1988;1 328 971 785;EHZKAV;Not presented;Transit;11.07.2017;2:50;SU1251;Own;Moscow
MIKHAIL;VLADEVICH;UTKIN;Male;08/28/1978;521 757 295;Not presented;Not presented;Registered;31.03.2017;17:30;SU1186;Own;Volgograd
FILIPP;FEDOROVICH;TKACHEV;Male;04.06.1995;8 089 204 514;Not presented;4,42591E+15;Transit;31.03.2017;17:30;SU1186;Own;Volgograd
INNA;L.;GERASIMOVA;Female;09.11.1982;1 331 496 003;ETANKF;Not presented;Delayed;31.03.2017;17:30;SU1186;Own;Volgograd
ELINA;M.;SHULGINA;Female;11/16/1974;450 442 797;Not presented;6,3825E+15;Transit;31.03.2017;17:30;SU1186;Own;Volgograd
ARSENII;D.;USHAKOV;Male;01/22/1971;1 628 430 075;KMCCSP;5,86752E+15;Delayed;27.10.2017;6:25;SU1235;Own;Moscow
MAKSIM;EDUARDOVICH;BONDAREV;Male;11/14/1989;7 951 975 746;Not presented;Not presented;Registered;04.04.2017;0:05;SU1372;Own;Belgorod
VLAD;D.;LAVROV;Male;08/26/1993;9 309 506 540;Not presented;8,10901E+15;None;26.05.2017;10:55;SU4131;Operated;Vladivostok
AMELIIA;D.;PANKOVA;Female;10/31/1995;8 136 720 395;SJJZZR;Not presented;Registered;26.05.2017;10:55;SU4131;Operated;Vladivostok
KIRA;D.;KUZNETSOVA;Female;04.07.1977;6 869 096 321;Not presented;Not presented;Transit;29.04.2017;17:30;SU1186;Own;Volgograd
NAZAR;A.;OREKHOV;Male;03/23/1976;4 651 582 730;GDJVDV;Not presented;None;26.08.2017;17:10;SU1125;Own;Moscow
ARIANA;BORISOVNA;DOROFEEVA;Female;12/19/1976;6 146 458 954;Not presented;5,221E+15;None;03.02.2017;6:05;SU1217;Own;Moscow
KRISTINA;F.;TSVETKOVA;Female;03/18/1981;3 947 508 947;WSAALQ;5,55513E+15;Transit;03.02.2017;6:05;SU1217;Own;Moscow
ELISEI;SAVELEVICH;SEMENOV;Male;02/26/1972;9 320 266 974;ZZPAVK;Not presented;Transit;07.07.2017;18:10;SU1168;Own;Rostov
VLADIMIR;ODISSEICH;IASHIN;Male;08/20/1981;1 259 189 296;Not presented;9,11464E+15;None;11.07.2017;9:50;SU5620;Own;Yuzhno
GORDEI;G.;POZDNIAKOV;Male;06/19/1971;9 677 862 368;Not presented;Not presented;Transit;11.01.2017;13:30;SU1768;Own;Perm
DMITRII;V.;AGEEV;Male;02.05.1986;6 346 382 576;QZMVLH;Not presented;Delayed;11.01.2017;13:30;SU1768;Own;Perm
DANIEL;AMIROVICH;KASIANOV;Male;07.05.1982;8 282 473 260;MWFMGH;Not presented;Delayed;11.08.2017;11:15;SU1247;Own;Moscow
MIRON;ARTEMOVICH;KOSHELEV;Male;12/18/2000;9 375 538 765;Not presented;2,90973E+15;Registered;12.03.2017;13:50;SU4606;Operated;Okha
MILENA;VLADISLAVOVNA;LOGINOVA;Female;11/25/1997;5 555 006 548;Not presented;9,87928E+15;Registered;23.04.2017;16:30;SU6286;Own;Moscow
ALBINA;DENISOVNA;PLATONOVA;Female;04/24/1991;4 963 707 773;ERUARE;Not presented;Transit;10.03.2017;8:40;SU1360;Own;Saratov
NATALIIA;O.;SNEGIREVA;Female;02/21/1996;7 855 451 312;Not presented;6,61539E+15;Registered;19.05.2017;12:50;SU1421;Own;Moscow
AGATA;D.;SYCHEVA;Female;03.02.1978;2 476 182 579;TNUIBJ;4,54104E+15;Transit;19.05.2017;12:50;SU1421;Own;Moscow
NATALIIA;A.;STAROSTINA;Female;08.10.1993;3 471 864 098;Not presented;4,24572E+15;Transit;23.03.2017;13:30;SU1768;Own;Perm
ARIANA;PLATONOVNA;AKSENOVA;Female;12/29/1975;7 118 669 102;QHZKIK;3,34101E+15;Transit;23.03.2017;13:30;SU1768;Own;Perm
ALBINA;A.;ZAITSEVA;Female;01.10.1972;3 080 005 880;Not presented;5,405E+15;None;23.03.2017;13:30;SU1768;Own;Perm
VIACHESLAV;R.;POKROVSKII;Male;01/23/1991;4 410 454 428;Not presented;Not presented;None;29.06.2017;20:35;SU1363;Own;Moscow
VIKTOR;A.;GLEBOV;Male;12.01.1986;9 462 650 623;GRHULX;1,6456E+15;Transit;08.12.2017;21:00;SU1259;Own;Moscow
LIDIIA;S.;NIKITINA;Female;07.08.1998;6 722 478 232;OJCMPN;Not presented;None;30.09.2017;19:40;SU1445;Own;Moscow
ARINA;A.;PANFILOVA;Female;07.09.1972;3 804 244 411;Not presented;Not presented;Registered;01.07.2017;12:45;SU1003;Own;Moscow
MIRON;AIDAROVICH;MATVEEV;Male;09/20/1983;8 146 840 176;Not presented;7,13433E+15;Registered;20.02.2017;19:55;SU1007;Own;Moscow
ARSENII;I.;MINAEV;Male;03.03.1992;1 493 385 456;Not presented;Not presented;Transit;20.02.2017;19:55;SU1007;Own;Moscow
ULIANA;IAROMIROVNA;BELOVA;Female;07.02.2000;3 867 532 867;RVZWZO;Not presented;Delayed;20.02.2017;19:55;SU1007;Own;Moscow
ILIA;IAROSLAVOVICH;NIKOLSKII;Male;04/17/1997;8 874 445 262;CSDJSZ;Not presented;Registered;20.02.2017;19:55;SU1007;Own;Moscow
ANATOLII;GEORGIEVICH;KULIKOV;Male;12/29/1977;2 893 984 839;MUFYDA;1,48457E+15;Transit;15.03.2017;13:10;SU1156;Own;Rostov
AMELIIA;GORDEEVNA;BARSUKOVA;Female;06/14/1971;8 381 775 474;YNUVAG;Not presented;Registered;26.01.2017;3:35;SU1113;Own;Moscow
OLESIA;ALEKSEEVNA;DOBRYNINA;Female;05.03.1971;2 684 626 255;Not presented;Not presented;Transit;26.01.2017;3:35;SU1113;Own;Moscow
ANATOLII;TIMOFEEVICH;GORBACHEV;Male;02/23/1972;7 648 508 373;WEFXSM;3,1334E+15;Delayed;26.01.2017;3:35;SU1113;Own;Moscow
OLESIA;D.;RUBTSOVA;Female;09/13/1976;5 543 566 786;VSQWNS;2,01668E+15;Transit;26.01.2017;3:35;SU1113;Own;Moscow
MARIANA;S.;KIRILLOVA;Female;11.07.1987;593 328 394;Not presented;Not presented;Delayed;15.02.2017;19:45;SU1480;Own;Krasnoyarsk
NELLI;L.;VLASOVA;Female;02/25/1980;2 441 166 340;ONCEZD;8,82828E+15;None;16.04.2017;16:00;SU1157;Own;Moscow
EMIL;A.;SIDOROV;Male;08/20/2000;2 858 666 949;WCBJSX;Not presented;None;04.07.2017;13:50;SU4606;Operated;Okha
IAROSLAV;MAKAREVICH;OKULOV;Male;05/31/1999;4 299 881 011;Not presented;8,38855E+15;None;04.07.2017;13:50;SU4606;Operated;Okha
VLADA;IAROMIROVNA;TSVETKOVA;Female;07/14/1979;3 265 677 493;YZWWNV;Not presented;Transit;12.06.2017;21:40;SU5652;Own;Irkutsk
ADELINA;G.;TIKHOMIROVA;Female;06/23/1971;6 116 851 203;Not presented;Not presented;Delayed;12.06.2017;21:40;SU5652;Own;Irkutsk
ZARINA;ANDREEVNA;SERGEEVA;Female;12/19/1998;7 749 798 683;Not presented;4,04895E+15;None;12.06.2017;21:40;SU5652;Own;Irkutsk
RINAT;B.;IGNATOV;Male;10/16/1988;1 539 058 856;DEYQVB;Not presented;Transit;21.07.2017;0:30;SU1508;Own;Tyumen
ANZHELIKA;S.;GOLIKOVA;Female;02/25/1978;4 744 876 932;PMPDYM;7,86521E+15;Registered;22.11.2017;17:10;SU1125;Own;Moscow
EMIL;IGOREVICH;DRUZHININ;Male;06.10.1971;620 367 842;AWIDYP;Not presented;None;01.05.2017;22:50;SU1196;Own;Kazan
ELINA;D.;ARKHIPOVA;Female;04/14/1998;4 423 936 124;XWJYLI;6,52535E+15;Transit;10.04.2017;6:00;SU1246;Own;Orenburg
MIKHAIL;T.;BAZHENOV;Male;10.11.1983;719 265 011;Not presented;Not presented;Transit;30.01.2017;6:25;SU1219;Own;Moscow
PETR;I.;ZUBKOV;Male;11/23/1986;4 750 474 911;Not presented;8,54618E+15;None;30.01.2017;6:25;SU1219;Own;Moscow
MAKSIM;SAVVOVICH;FOMICHEV;Male;12.02.1978;3 318 747 102;PGSLNU;2,29975E+15;Registered;19.03.2017;16:30;SU6286;Own;Moscow
TIMUR;S.;ZVEREV;Male;09/24/1973;2 698 831 703;Not presented;Not presented;Transit;11.02.2017;17:00;SU1204;Own;Perm
IANA;D.;PONOMAREVA;Female;11.10.1976;6 108 096 672;JLYNJX;Not presented;Registered;11.02.2017;17:00;SU1204;Own;Perm
ALLA;ZAKHAROVNA;IGNATEVA;Female;12/18/1986;6 744 624 677;ZBFATH;Not presented;Registered;12.04.2017;14:40;SU1713;Own;Moscow
ADELINA;ALEKSANDROVNA;CHESNOKOVA;Female;09.08.1997;7 544 267 047;Not presented;Not presented;Registered;12.04.2017;14:40;SU1713;Own;Moscow
SVETLANA;VASILEVNA;SHCHUKINA;Female;01/30/1995;6 347 940 553;Not presented;Not presented;Delayed;12.04.2017;14:40;SU1713;Own;Moscow
IANA;M.;DOLGOVA;Female;06/16/1989;7 496 989 820;Not presented;1,20334E+15;Registered;01.02.2017;15:30;SU1419;Own;Moscow
KIRILL;MAKAREVICH;STARIKOV;Male;06.07.1973;1 850 085 850;BHYDLT;Not presented;Registered;01.02.2017;15:30;SU1419;Own;Moscow
MATVEI;PETROVICH;ROZANOV;Male;10.07.1994;3 040 678 786;Not presented;Not presented;None;01.02.2017;15:30;SU1419;Own;Moscow
IULIANA;M.;DEMIDOVA;Female;10/21/1991;5 090 357 601;QZDAZD;Not presented;Registered;01.02.2017;15:30;SU1419;Own;Moscow
GORDEI;I.;CHISTIAKOV;Male;02/13/1973;7 999 787 187;CIHADJ;7,09303E+15;Registered;01.02.2017;15:30;SU1419;Own;Moscow
MARSEL;P.;ILINSKII;Male;01/14/1970;1 384 293 268;ZIVTPP;Not presented;Transit;01.02.2017;15:30;SU1419;Own;Moscow
EDUARD;S.;KRUGLOV;Male;04/17/1974;9 684 443 971;LSBBAD;Not presented;None;25.01.2017;12:30;SU5606;Own;Yuzhno
FEDOR;EGOROVICH;ZYKOV;Male;10/25/2000;4 443 443 680;NEBBYN;7,9709E+15;Delayed;25.01.2017;12:30;SU5606;Own;Yuzhno
EGOR;S.;BONDAREV;Male;09/16/1990;2 148 193 772;EIGOTJ;Not presented;Delayed;04.03.2017;21:35;SU1215;Own;Moscow
ZLATA;T.;ZAKHAROVA;Female;06/20/1997;8 731 967 274;Not presented;Not presented;Registered;04.03.2017;21:35;SU1215;Own;Moscow
OLEG;A.;VOROBEV;Male;03/18/1992;8 047 070 633;WHPCWL;2,63079E+14;Transit;04.03.2017;21:35;SU1215;Own;Moscow
VIACHESLAV;ARSENEVICH;KHOKHLOV;Male;11.12.1993;7 726 622 052;Not presented;Not presented;Delayed;04.03.2017;21:35;SU1215;Own;Moscow
NINA;G.;NEKRASOVA;Female;03.10.1979;4 374 583 799;Not presented;Not presented;None;04.03.2017;21:35;SU1215;Own;Moscow
MILANA;PAVLOVNA;SPIRIDONOVA;Female;07/28/1981;7 830 499 139;EXXUJB;8,69224E+15;Registered;15.01.2017;16:00;SU1157;Own;Moscow
TIKHON;ODISSEICH;GREKOV;Male;07.01.1981;3 762 570 502;SKQFYA;2,73864E+15;Transit;15.01.2017;16:00;SU1157;Own;Moscow
REGINA;ALEKSEEVNA;GOLOVINA;Female;10.02.1998;4 881 894 494;DLQWPB;7,17597E+15;Transit;15.01.2017;16:00;SU1157;Own;Moscow
ELENA;STEPANOVNA;FROLOVA;Female;11/25/1971;3 208 462 836;IOZWBP;Not presented;Delayed;15.01.2017;16:00;SU1157;Own;Moscow
ANTON;ANATOLEVICH;UVAROV;Male;08.07.1974;6 358 280 341;TIRTQS;4,88318E+15;Registered;30.04.2017;19:25;SU5642;Own;Novosibirsk
ANZHELIKA;ROSTISLAVOVNA;BEREZINA;Female;08/30/1983;8 848 538 229;Not presented;5,60146E+15;Registered;20.11.2017;10:55;SU5612;Own;Magadan
LIDIIA;GERMANOVNA;KRIUKOVA;Female;03/26/1989;7 330 200 034;Not presented;7,89691E+15;None;12.04.2017;12:00;SU6282;Own;Moscow
VLAD;S.;SAVITSKII;Male;04.10.1992;695 219 685;Not presented;6,07245E+15;Transit;01.11.2017;16:20;SU1426;Own;Chelyabinsk
MARIANA;SVIATOSLAVOVNA;SNEGIREVA;Female;11.03.1986;1 838 411 733;WWDFGD;2,70661E+15;None;14.02.2017;2:50;SU1335;Own;Moscow
GERMAN;IGOREVICH;SHUBIN;Male;05.02.1993;4 285 296 960;ZTPKKI;Not presented;None;14.02.2017;2:50;SU1335;Own;Moscow
VALERIIA;ILINICHNA;SHCHEGLOVA;Female;11/27/1982;5 897 254 277;ZAPCNJ;1,83113E+15;None;14.02.2017;2:50;SU1335;Own;Moscow
ULIANA;ILDAROVNA;PARAMONOVA;Female;12/16/1988;8 782 582 575;Not presented;5,17403E+15;Delayed;14.02.2017;2:50;SU1335;Own;Moscow
NIKOLAI;V.;MURATOV;Male;04/23/1983;1 751 382 032;Not presented;Not presented;Registered;14.02.2017;2:50;SU1335;Own;Moscow
MIROSLAVA;S.;KONSTANTINOVA;Female;09/18/1996;1 542 817 729;Not presented;6,09456E+15;Registered;14.02.2017;2:50;SU1335;Own;Moscow
RUSLAN;AMIROVICH;ULIANOV;Male;06/25/1994;9 259 583 943;Not presented;Not presented;None;08.04.2017;18:00;SU1253;Own;Nizhnekamsk
LIANA;V.;KALININA;Female;10/13/1972;822 521 217;QDUTSK;9,23816E+15;Delayed;08.04.2017;18:00;SU1253;Own;Nizhnekamsk
IULIIA;NIKITICHNA;EZHOVA;Female;09/13/1979;7 693 075 445;DBKABT;2,72736E+15;Transit;08.04.2017;18:00;SU1253;Own;Nizhnekamsk
ARIANA;EVGENEVNA;POKROVSKIIA;Female;11/14/1974;1 955 967 642;OEXWWR;5,84779E+15;Transit;12.05.2017;14:30;SU6290;Own;Moscow
EMILIIA;A.;ZHDANOVA;Female;07/22/1989;3 192 122 949;Not presented;8,38196E+15;Transit;24.02.2017;8:00;SU5611;Own;Vladivostok
LEV;DAVIDOVICH;ZLOBIN;Male;05.06.1973;3 767 519 612;TFVBRP;4,01767E+15;Registered;24.02.2017;8:00;SU5611;Own;Vladivostok
DMITRII;ARTUROVICH;PONOMAREV;Male;01/22/1992;3 459 659 809;Not presented;Not presented;Delayed;06.03.2017;6:30;SU1158;Own;Rostov
SNEZHANA;VSEVOLODOVNA;KUZINA;Female;05/21/1992;4 562 634 436;NDKHLQ;8,47317E+15;None;06.03.2017;6:30;SU1158;Own;Rostov
IURII;F.;ROGOV;Male;01/15/1994;4 783 369 130;Not presented;4,1832E+15;Registered;15.01.2017;19:15;SU1325;Own;Moscow
ARIANA;V.;IVANOVA;Female;06/29/1989;2 986 782 648;Not presented;Not presented;Delayed;15.01.2017;19:15;SU1325;Own;Moscow
ALIIA;E.;VORONOVA;Female;03/24/1977;9 403 613 921;QEHFKC;Not presented;Transit;15.01.2017;19:15;SU1325;Own;Moscow
ANGELINA;V.;LAPTEVA;Female;12/14/1989;8 042 581 167;Not presented;Not presented;Delayed;15.01.2017;19:15;SU1325;Own;Moscow
ALEKSANDRA;I.;KOCHETKOVA;Female;08.10.1977;3 075 486 461;BKHFMG;Not presented;None;15.01.2017;19:15;SU1325;Own;Moscow
MAIIA;R.;PANFILOVA;Female;02/20/1974;9 262 233 246;Not presented;Not presented;Registered;15.01.2017;19:15;SU1325;Own;Moscow
NINA;T.;FADEEVA;Female;12.01.1978;3 623 577 960;NVIIME;7,59424E+15;Registered;15.01.2017;19:15;SU1325;Own;Moscow
IAN;N.;GOLUBEV;Male;11.07.1984;1 893 568 061;Not presented;7,93533E+15;None;15.01.2017;19:15;SU1325;Own;Moscow
STEPAN;ARTEMICH;SHMELEV;Male;10.01.1986;1 619 718 598;AWZOZJ;6,37482E+15;Registered;15.01.2017;19:15;SU1325;Own;Moscow
ARTEMII;R.;FOMIN;Male;04/18/1976;4 524 885 015;HFKEZD;9,26009E+15;Delayed;15.01.2017;19:15;SU1325;Own;Moscow
NATASHA;DANILOVNA;ROZHKOVA;Female;10.12.1977;4 976 678 305;TGTGPX;Not presented;Registered;15.01.2017;19:15;SU1325;Own;Moscow
IAROMIR;SVIATOSLAVOVICH;SINITSYN;Male;06/14/1976;4 865 501 551;QHGFKL;7,79497E+15;Delayed;22.06.2017;21:00;SU1259;Own;Moscow
ALINA;VASILEVNA;GORBACHEVA;Female;07/15/1974;5 933 621 338;YXLUCN;Not presented;Registered;27.03.2017;21:25;SU1530;Own;Tomsk
RADMIR;G.;PARFENOV;Male;08.11.1993;4 577 837 132;VRTYVC;6,80166E+15;Transit;19.06.2017;22:00;SU1396;Own;Syktyvkar
TAISIIA;V.;GALKINA;Female;07/24/1989;6 496 877 933;YHPKXM;2,13073E+15;Delayed;05.04.2017;9:35;SU1523;Own;Novyj Urengoj
GERMAN;E.;GORIUNOV;Male;10.08.1975;8 517 259 352;Not presented;1,31356E+15;Registered;28.04.2017;6:40;SU1383;Own;Moscow
STANISLAV;NIKOLAEVICH;STEPANOV;Male;08/16/1989;2 167 390 125;Not presented;Not presented;Transit;28.04.2017;6:40;SU1383;Own;Moscow
KAMILLA;E.;VAVILOVA;Female;11.03.1977;5 000 829 752;PZKYPT;7,86202E+15;Transit;20.12.2017;0:25;SU1112;Own;Krasnodar
FILIPP;ARTEMOVICH;KUZIN;Male;03.07.1997;6 831 701 901;TBTCBT;9,92694E+15;Registered;05.03.2017;3:10;SU1181;Own;Moscow
IAROMIR;S.;SAVELEV;Male;12.07.1989;3 141 694 205;Not presented;3,70917E+15;Registered;05.03.2017;3:10;SU1181;Own;Moscow
NATALIIA;VALEREVNA;ROMANOVA;Female;08/26/1981;5 630 075 631;Not presented;Not presented;Transit;05.03.2017;3:10;SU1181;Own;Moscow
SEMEN;MIROSLAVOVICH;FOKIN;Male;02.08.1976;6 648 333 837;Not presented;Not presented;Registered;15.04.2017;19:10;SU1161;Own;Moscow
SERGEI;ARTEMICH;ZAKHAROV;Male;09/15/1982;3 414 051 483;Not presented;8,18354E+15;Registered;15.04.2017;19:10;SU1161;Own;Moscow
REGINA;I.;KRAVTSOVA;Female;06.05.1983;7 195 772 405;DEWMZT;Not presented;Transit;28.08.2017;9:25;SU1271;Own;Moscow
NAZAR;S.;SYCHEV;Male;09.12.1970;7 764 331 323;Not presented;Not presented;Delayed;24.09.2017;14:40;SU1126;Own;Sochi
ANGELINA;T.;BORISOVA;Female;02.07.1985;9 154 302 304;JBBIAN;Not presented;Registered;24.03.2017;14:45;SU1192;Own;Kazan
VALERIIA;A.;CHERNYSHEVA;Female;03/30/1974;2 472 382 509;DQUSUG;2,43701E+15;Registered;24.03.2017;14:45;SU1192;Own;Kazan
VALERII;EVGENEVICH;KOCHETOV;Male;06/26/1982;6 708 580 779;Not presented;7,53617E+15;Delayed;24.03.2017;14:45;SU1192;Own;Kazan
NATASHA;NIKITICHNA;KHOKHLOVA;Female;05/21/1981;2 728 684 619;Not presented;6,59351E+15;None;24.03.2017;14:45;SU1192;Own;Kazan
ELMIRA;ELISEEVNA;LOPATINA;Female;04/13/1978;9 030 974 185;Not presented;3,99814E+15;Registered;28.08.2017;11:15;SU1273;Own;Moscow
STEFANIIA;MAKAREVNA;DENISOVA;Female;10/27/1973;286 292 849;Not presented;9,18193E+15;None;10.06.2017;6:25;SU1230;Own;Ufa
